rater_id,source_true,item_key,item_type,cognitive_level,quality_score_5,qgeval_score_5,ulm_score_5,rating_order,rating_order_z,all_observations
Expert 3,Human,Human_X_020_1,X,comprehension,4.489130434782608,4.857142857142857,4.328125,68,1.6065810148801163,all
Expert 3,Human,Human_X_021_1,X,comprehension,4.489130434782608,4.857142857142857,4.328125,69,1.6560142768764277,all
Expert 3,Human,Human_X_022_1,X,comprehension,4.489130434782608,4.857142857142857,4.328125,70,1.7054475388727388,all
Expert 3,MAS,MAS_A1_001_1,A1,recall,4.717391304347826,5.0,4.59375,1,-1.7054475388727388,all
Expert 3,MAS,MAS_A1_002_1,A1,recall,4.717391304347826,5.0,4.59375,2,-1.6560142768764277,all
Expert 3,MAS,MAS_A1_006_1,A1,recall,4.858695652173913,5.0,4.796875,3,-1.6065810148801163,all
Expert 3,MAS,MAS_A1_007_1,A1,recall,4.717391304347826,5.0,4.59375,4,-1.5571477528838051,all
Expert 3,MAS,MAS_A1_011_1,A1,recall,4.717391304347826,5.0,4.59375,5,-1.5077144908874938,all
Expert 3,MAS,MAS_A1_012_1,A1,recall,4.717391304347826,5.0,4.59375,6,-1.4582812288911826,all
Expert 3,MAS,MAS_A1_013_1,A1,recall,4.717391304347826,5.0,4.59375,7,-1.4088479668948712,all
Expert 3,MAS,MAS_A2_003_1,A2,application,4.815217391304348,5.0,4.734375,8,-1.35941470489856,all
Expert 3,MAS,MAS_A2_004_1,A2,application,4.641304347826087,4.714285714285714,4.609375,9,-1.3099814429022487,all
Expert 3,MAS,MAS_A2_005_1,A2,application,4.858695652173913,5.0,4.796875,10,-1.2605481809059373,all
Expert 3,MAS,MAS_A2_008_1,A2,application,4.815217391304348,5.0,4.734375,11,-1.2111149189096262,all
Expert 3,MAS,MAS_A2_009_1,A2,application,4.815217391304348,5.0,4.734375,12,-1.1616816569133148,all
Expert 3,MAS,MAS_A2_010_1,A2,application,4.728260869565218,4.857142857142857,4.671875,13,-1.1122483949170037,all
Expert 3,MAS,MAS_A2_011_1,A2,comprehension,4.815217391304348,5.0,4.734375,14,-1.0628151329206923,all
Expert 3,MAS,MAS_A2_012_1,A2,application,4.717391304347826,5.0,4.59375,15,-1.0133818709243811,all
Expert 3,MAS,MAS_A2_013_1,A2,comprehension,4.815217391304348,5.0,4.734375,16,-0.9639486089280698,all
Expert 3,MAS,MAS_A2_014_1,A2,application,4.641304347826087,4.714285714285714,4.609375,17,-0.9145153469317585,all
Expert 3,MAS,MAS_A2_015_1,A2,application,4.815217391304348,5.0,4.734375,18,-0.8650820849354472,all
Expert 3,MAS,MAS_A2_016_1,A2,application,4.815217391304348,5.0,4.734375,19,-0.815648822939136,all
Expert 3,MAS,MAS_A2_025_1,A2,application,4.815217391304348,5.0,4.734375,20,-0.7662155609428247,all
Expert 3,MAS,MAS_A2_039_1,A2,application,4.815217391304348,5.0,4.734375,21,-0.7167822989465135,all
Expert 3,MAS,MAS_A2_040_1,A2,application,4.717391304347826,5.0,4.59375,22,-0.6673490369502022,all
Expert 3,MAS,MAS_A2_041_1,A2,application,4.717391304347826,5.0,4.59375,23,-0.6179157749538909,all
Expert 3,MAS,MAS_A2_042_1,A2,application,4.815217391304348,5.0,4.734375,24,-0.5684825129575797,all
Expert 3,MAS,MAS_A2_043_1,A2,application,4.815217391304348,5.0,4.734375,25,-0.5190492509612684,all
Expert 3,MAS,MAS_A3/A4_019_1,A3/A4,analysis,4.815217391304348,5.0,4.734375,26,-0.4696159889649571,all
Expert 3,MAS,MAS_A3/A4_020_1,A3/A4,analysis,4.815217391304348,5.0,4.734375,27,-0.42018272696864584,all
Expert 3,MAS,MAS_A3/A4_021_1,A3/A4,analysis,4.543478260869565,5.0,4.34375,28,-0.3707494649723345,all
Expert 3,MAS,MAS_A3/A4_022_1,A3/A4,analysis,4.717391304347826,5.0,4.59375,29,-0.32131620297602326,all
Expert 3,MAS,MAS_A2_023_1,A2,application,4.815217391304348,5.0,4.734375,30,-0.271882940979712,all
Expert 3,MAS,MAS_A2_024_1,A2,application,4.815217391304348,5.0,4.734375,31,-0.22244967898340073,all
Expert 3,MAS,MAS_A3/A4_025_1,A3/A4,analysis,4.815217391304348,5.0,4.734375,32,-0.17301641698708944,all
Expert 3,MAS,MAS_A3/A4_026_1,A3/A4,analysis,4.717391304347826,5.0,4.59375,33,-0.12358315499077818,all
Expert 3,MAS,MAS_A3/A4_027_1,A3/A4,analysis,4.815217391304348,5.0,4.734375,34,-0.0741498929944669,all
Expert 3,MAS,MAS_A3/A4_028_1,A3/A4,analysis,4.815217391304348,5.0,4.734375,35,-0.024716630998155638,all
Expert 3,MAS,MAS_A3/A4_029_1,A3/A4,analysis,4.815217391304348,5.0,4.734375,36,0.024716630998155638,all
Expert 3,MAS,MAS_A3/A4_030_1,A3/A4,analysis,4.717391304347826,5.0,4.59375,37,0.0741498929944669,all
Expert 3,MAS,MAS_A3/A4_031_1,A3/A4,analysis,4.717391304347826,5.0,4.59375,38,0.12358315499077818,all
Expert 3,MAS,MAS_A3/A4_032_1,A3/A4,analysis,4.717391304347826,5.0,4.59375,39,0.17301641698708944,all
Expert 3,MAS,MAS_B_001_1,B,comprehension,4.815217391304348,5.0,4.734375,40,0.22244967898340073,all
Expert 3,MAS,MAS_B_002_1,B,comprehension,4.815217391304348,5.0,4.734375,41,0.271882940979712,all
Expert 3,MAS,MAS_B_003_1,B,comprehension,4.717391304347826,5.0,4.59375,42,0.32131620297602326,all
Expert 3,MAS,MAS_X_001_1,X,comprehension,4.717391304347826,5.0,4.59375,43,0.3707494649723345,all
Expert 3,MAS,MAS_X_013_1,X,application,4.815217391304348,5.0,4.734375,44,0.42018272696864584,all
Expert 3,MAS,MAS_X_014_1,X,comprehension,4.717391304347826,5.0,4.59375,45,0.4696159889649571,all
Expert 3,MAS,MAS_A3/A4_015_1,A3/A4,comprehension,4.717391304347826,5.0,4.59375,46,0.5190492509612684,all
Expert 3,MAS,MAS_A3/A4_016_1,A3/A4,comprehension,4.717391304347826,5.0,4.59375,47,0.5684825129575797,all
Expert 3,MAS,MAS_A3/A4_017_1,A3/A4,comprehension,4.717391304347826,5.0,4.59375,48,0.6179157749538909,all
Expert 3,MAS,MAS_X_018_1,X,comprehension,4.815217391304348,5.0,4.734375,49,0.6673490369502022,all
Expert 3,MAS,MAS_X_019_1,X,comprehension,4.717391304347826,5.0,4.59375,50,0.7167822989465135,all
Expert 3,MAS,MAS_A1_008_1,A1,recall,4.717391304347826,5.0,4.59375,51,0.7662155609428247,all
Expert 3,MAS,MAS_A1_009_1,A1,recall,4.717391304347826,5.0,4.59375,52,0.815648822939136,all
Expert 3,MAS,MAS_A1_010_1,A1,recall,4.717391304347826,5.0,4.59375,53,0.8650820849354472,all
Expert 3,MAS,MAS_A2_018_1,A2,application,4.717391304347826,5.0,4.59375,54,0.9145153469317585,all
Expert 3,MAS,MAS_A2_019_1,A2,application,4.576086956521739,5.0,4.390625,55,0.9639486089280698,all
Expert 3,MAS,MAS_A2_020_1,A2,application,4.717391304347826,5.0,4.59375,56,1.0133818709243811,all
Expert 3,MAS,MAS_A2_021_1,A2,application,4.543478260869565,4.428571428571429,4.59375,57,1.0628151329206923,all
Expert 3,MAS,MAS_A2_022_1,A2,application,4.815217391304348,5.0,4.734375,58,1.1122483949170037,all
Expert 3,MAS,MAS_A3/A4_023_1,A3/A4,analysis,4.815217391304348,5.0,4.734375,59,1.1616816569133148,all
Expert 3,MAS,MAS_A3/A4_024_1,A3/A4,analysis,4.815217391304348,5.0,4.734375,60,1.2111149189096262,all
Expert 3,MAS,MAS_X_015_1,X,analysis,4.717391304347826,5.0,4.59375,61,1.2605481809059373,all
Expert 3,MAS,MAS_X_016_1,X,analysis,4.717391304347826,5.0,4.59375,62,1.3099814429022487,all
Expert 3,MAS,MAS_X_017_1,X,analysis,4.717391304347826,5.0,4.59375,63,1.35941470489856,all
Expert 3,MAS,MAS_A3/A4_018_1,A3/A4,analysis,4.717391304347826,5.0,4.59375,64,1.4088479668948712,all
Expert 3,MAS,MAS_B_004_1,B,comprehension,4.815217391304348,5.0,4.734375,65,1.4582812288911826,all
Expert 3,MAS,MAS_B_005_1,B,comprehension,4.815217391304348,5.0,4.734375,66,1.5077144908874938,all
Expert 3,MAS,MAS_B_006_1,B,comprehension,4.815217391304348,5.0,4.734375,67,1.5571477528838051,all
Expert 3,MAS,MAS_X_009_1,X,comprehension,4.717391304347826,5.0,4.59375,68,1.6065810148801163,all
Expert 3,MAS,MAS_X_010_1,X,comprehension,4.717391304347826,5.0,4.59375,69,1.6560142768764277,all
Expert 3,MAS,MAS_X_011_1,X,application,4.815217391304348,5.0,4.734375,70,1.7054475388727388,all
Expert 4,Human,Human_A1_003_1,A1,recall,4.173913043478261,4.857142857142857,3.875,1,-1.7054475388727388,all
Expert 4,Human,Human_A1_004_1,A1,recall,3.9130434782608696,4.714285714285714,3.5625,2,-1.6560142768764277,all
Expert 4,Human,Human_A1_005_1,A1,recall,4.130434782608695,4.857142857142857,3.8125,3,-1.6065810148801163,all
Expert 4,Human,Human_A1_014_1,A1,recall,4.130434782608695,4.857142857142857,3.8125,4,-1.5571477528838051,all
Expert 4,Human,Human_A1_015_1,A1,recall,4.130434782608695,4.857142857142857,3.8125,5,-1.5077144908874938,all
Expert 4,Human,Human_A1_016_1,A1,recall,3.9130434782608696,4.428571428571429,3.6875,6,-1.4582812288911826,all
Expert 4,Human,Human_A1_017_1,A1,recall,4.086956521739131,4.857142857142857,3.75,7,-1.4088479668948712,all
Expert 4,Human,Human_A2_001_1,A2,application,4.413043478260869,4.714285714285714,4.28125,8,-1.35941470489856,all
Expert 4,Human,Human_A2_002_1,A2,application,4.217391304347826,4.857142857142857,3.9375,9,-1.3099814429022487,all
Expert 4,Human,Human_A2_006_1,A2,application,4.315217391304348,5.0,4.015625,10,-1.2605481809059373,all
Expert 4,Human,Human_A2_007_1,A2,application,4.271739130434782,5.0,3.953125,11,-1.2111149189096262,all
Expert 4,Human,Human_A2_017_1,A2,application,4.315217391304348,5.0,4.015625,12,-1.1616816569133148,all
Expert 4,Human,Human_A2_026_1,A2,application,4.315217391304348,4.714285714285714,4.140625,13,-1.1122483949170037,all
Expert 4,Human,Human_A2_027_1,A2,application,4.358695652173913,5.0,4.078125,14,-1.0628151329206923,all
Expert 4,Human,Human_A2_028_1,A2,application,4.543478260869565,5.0,4.34375,15,-1.0133818709243811,all
Expert 4,Human,Human_A2_029_1,A2,application,4.358695652173913,5.0,4.078125,16,-0.9639486089280698,all
Expert 4,Human,Human_A2_030_1,A2,application,4.5,4.857142857142857,4.34375,17,-0.9145153469317585,all
Expert 4,Human,Human_A2_031_1,A2,application,4.315217391304348,5.0,4.015625,18,-0.8650820849354472,all
Expert 4,Human,Human_A2_032_1,A2,application,4.543478260869565,4.857142857142857,4.40625,19,-0.815648822939136,all
Expert 4,Human,Human_A2_033_1,A2,application,4.271739130434782,5.0,3.953125,20,-0.7662155609428247,all
Expert 4,Human,Human_A2_034_1,A2,application,4.228260869565218,4.857142857142857,3.953125,21,-0.7167822989465135,all
Expert 4,Human,Human_A2_035_1,A2,application,4.489130434782608,5.0,4.265625,22,-0.6673490369502022,all
Expert 4,Human,Human_A2_036_1,A2,application,4.358695652173913,4.857142857142857,4.140625,23,-0.6179157749538909,all
Expert 4,Human,Human_A2_037_1,A2,application,4.543478260869565,4.857142857142857,4.40625,24,-0.5684825129575797,all
Expert 4,Human,Human_A2_038_1,A2,application,4.3478260869565215,5.0,4.0625,25,-0.5190492509612684,all
Expert 4,Human,Human_A3/A4_001_1,A3/A4,analysis,4.532608695652174,5.0,4.328125,26,-0.4696159889649571,all
Expert 4,Human,Human_A3/A4_002_1,A3/A4,analysis,4.586956521739131,4.857142857142857,4.46875,27,-0.42018272696864584,all
Expert 4,Human,Human_A3/A4_003_1,A3/A4,analysis,4.630434782608695,5.0,4.46875,28,-0.3707494649723345,all
Expert 4,Human,Human_A3/A4_004_1,A3/A4,analysis,4.543478260869565,4.857142857142857,4.40625,29,-0.32131620297602326,all
Expert 4,Human,Human_A3/A4_005_1,A3/A4,analysis,4.489130434782608,5.0,4.265625,30,-0.271882940979712,all
Expert 4,Human,Human_A3/A4_006_1,A3/A4,analysis,4.489130434782608,5.0,4.265625,31,-0.22244967898340073,all
Expert 4,Human,Human_A3/A4_007_1,A3/A4,analysis,4.489130434782608,5.0,4.265625,32,-0.17301641698708944,all
Expert 4,Human,Human_A3/A4_008_1,A3/A4,analysis,4.434782608695652,5.0,4.1875,33,-0.12358315499077818,all
Expert 4,Human,Human_A3/A4_009_1,A3/A4,analysis,4.434782608695652,5.0,4.1875,34,-0.0741498929944669,all
Expert 4,Human,Human_A3/A4_010_1,A3/A4,analysis,4.489130434782608,5.0,4.265625,35,-0.024716630998155638,all
Expert 4,Human,Human_A3/A4_011_1,A3/A4,analysis,4.630434782608695,5.0,4.46875,36,0.024716630998155638,all
Expert 4,Human,Human_A3/A4_012_1,A3/A4,analysis,4.673913043478261,5.0,4.53125,37,0.0741498929944669,all
Expert 4,Human,Human_A3/A4_013_1,A3/A4,analysis,4.630434782608695,5.0,4.46875,38,0.12358315499077818,all
Expert 4,Human,Human_A3/A4_014_1,A3/A4,analysis,4.630434782608695,5.0,4.46875,39,0.17301641698708944,all
Expert 4,Human,Human_B_007_1,B,comprehension,4.434782608695652,4.857142857142857,4.25,40,0.22244967898340073,all
Expert 4,Human,Human_B_008_1,B,comprehension,4.478260869565218,5.0,4.25,41,0.271882940979712,all
Expert 4,Human,Human_B_009_1,B,comprehension,4.532608695652174,5.0,4.328125,42,0.32131620297602326,all
Expert 4,Human,Human_X_002_1,X,comprehension,4.532608695652174,5.0,4.328125,43,0.3707494649723345,all
Expert 4,Human,Human_X_003_1,X,comprehension,4.489130434782608,5.0,4.265625,44,0.42018272696864584,all
Expert 4,Human,Human_X_004_1,X,comprehension,4.489130434782608,5.0,4.265625,45,0.4696159889649571,all
Expert 4,Human,Human_X_005_1,X,comprehension,4.586956521739131,5.0,4.40625,46,0.5190492509612684,all
Expert 4,Human,Human_X_006_1,X,comprehension,4.4021739130434785,5.0,4.140625,47,0.5684825129575797,all
Expert 4,Human,Human_X_007_1,X,comprehension,4.326086956521739,5.0,4.03125,48,0.6179157749538909,all
Expert 4,Human,Human_X_008_1,X,comprehension,4.3478260869565215,5.0,4.0625,49,0.6673490369502022,all
Expert 4,Human,Human_X_012_1,X,comprehension,4.293478260869565,5.0,3.984375,50,0.7167822989465135,all
Expert 4,Human,Human_A1_018_1,A1,recall,4.358695652173913,5.0,4.078125,51,0.7662155609428247,all
Expert 4,Human,Human_A1_019_1,A1,recall,4.315217391304348,5.0,4.015625,52,0.815648822939136,all
Expert 4,Human,Human_A1_020_1,A1,recall,4.358695652173913,5.0,4.078125,53,0.8650820849354472,all
Expert 4,Human,Human_A2_044_1,A2,application,4.510869565217392,5.0,4.296875,54,0.9145153469317585,all
Expert 4,Human,Human_A2_045_1,A2,application,4.543478260869565,5.0,4.34375,55,0.9639486089280698,all
Expert 4,Human,Human_A2_046_1,A2,application,4.630434782608695,5.0,4.46875,56,1.0133818709243811,all
Expert 4,Human,Human_A2_047_1,A2,application,4.543478260869565,5.0,4.34375,57,1.0628151329206923,all
Expert 4,Human,Human_A2_048_1,A2,application,4.728260869565218,5.0,4.609375,58,1.1122483949170037,all
Expert 4,Human,Human_A2_049_1,A2,application,4.456521739130435,5.0,4.21875,59,1.1616816569133148,all
Expert 4,Human,Human_A2_050_1,A2,application,4.5978260869565215,5.0,4.421875,60,1.2111149189096262,all
Expert 4,Human,Human_A3/A4_033_1,A3/A4,analysis,4.641304347826087,5.0,4.484375,61,1.2605481809059373,all
Expert 4,Human,Human_A3/A4_034_1,A3/A4,analysis,4.641304347826087,5.0,4.484375,62,1.3099814429022487,all
Expert 4,Human,Human_A3/A4_035_1,A3/A4,analysis,4.641304347826087,5.0,4.484375,63,1.35941470489856,all
Expert 4,Human,Human_A3/A4_036_1,A3/A4,analysis,4.554347826086956,4.857142857142857,4.421875,64,1.4088479668948712,all
Expert 4,Human,Human_B_010_1,B,comprehension,4.358695652173913,5.0,4.078125,65,1.4582812288911826,all
Expert 4,Human,Human_B_011_1,B,comprehension,4.358695652173913,5.0,4.078125,66,1.5077144908874938,all
Expert 4,Human,Human_B_012_1,B,comprehension,4.358695652173913,5.0,4.078125,67,1.5571477528838051,all
Expert 4,Human,Human_X_020_1,X,comprehension,4.369565217391305,4.857142857142857,4.15625,68,1.6065810148801163,all
Expert 4,Human,Human_X_021_1,X,comprehension,4.326086956521739,4.857142857142857,4.09375,69,1.6560142768764277,all
Expert 4,Human,Human_X_022_1,X,comprehension,4.5,5.0,4.28125,70,1.7054475388727388,all
Expert 4,MAS,MAS_A1_001_1,A1,recall,4.3478260869565215,5.0,4.0625,1,-1.7054475388727388,all
Expert 4,MAS,MAS_A1_002_1,A1,recall,4.130434782608695,5.0,3.75,2,-1.6560142768764277,all
Expert 4,MAS,MAS_A1_006_1,A1,recall,4.4021739130434785,5.0,4.140625,3,-1.6065810148801163,all
Expert 4,MAS,MAS_A1_007_1,A1,recall,4.391304347826087,5.0,4.125,4,-1.5571477528838051,all
Expert 4,MAS,MAS_A1_011_1,A1,recall,4.217391304347826,5.0,3.875,5,-1.5077144908874938,all
Expert 4,MAS,MAS_A1_012_1,A1,recall,4.358695652173913,5.0,4.078125,6,-1.4582812288911826,all
Expert 4,MAS,MAS_A1_013_1,A1,recall,4.25,4.857142857142857,3.984375,7,-1.4088479668948712,all
Expert 4,MAS,MAS_A2_003_1,A2,application,4.543478260869565,5.0,4.34375,8,-1.35941470489856,all
Expert 4,MAS,MAS_A2_004_1,A2,application,4.673913043478261,5.0,4.53125,9,-1.3099814429022487,all
Expert 4,MAS,MAS_A2_005_1,A2,application,4.673913043478261,5.0,4.53125,10,-1.2605481809059373,all
Expert 4,MAS,MAS_A2_008_1,A2,application,4.673913043478261,5.0,4.53125,11,-1.2111149189096262,all
Expert 4,MAS,MAS_A2_009_1,A2,application,4.717391304347826,5.0,4.59375,12,-1.1616816569133148,all
Expert 4,MAS,MAS_A2_010_1,A2,application,4.586956521739131,4.714285714285714,4.53125,13,-1.1122483949170037,all
Expert 4,MAS,MAS_A2_011_1,A2,application,4.684782608695652,5.0,4.546875,14,-1.0628151329206923,all
Expert 4,MAS,MAS_A2_012_1,A2,application,4.586956521739131,4.857142857142857,4.46875,15,-1.0133818709243811,all
Expert 4,MAS,MAS_A2_013_1,A2,application,4.619565217391305,5.0,4.453125,16,-0.9639486089280698,all
Expert 4,MAS,MAS_A2_014_1,A2,application,4.586956521739131,4.857142857142857,4.46875,17,-0.9145153469317585,all
Expert 4,MAS,MAS_A2_015_1,A2,application,4.315217391304348,4.857142857142857,4.078125,18,-0.8650820849354472,all
Expert 4,MAS,MAS_A2_016_1,A2,application,4.358695652173913,4.857142857142857,4.140625,19,-0.815648822939136,all
Expert 4,MAS,MAS_A2_025_1,A2,application,4.586956521739131,5.0,4.40625,20,-0.7662155609428247,all
Expert 4,MAS,MAS_A2_039_1,A2,application,4.271739130434782,5.0,3.953125,21,-0.7167822989465135,all
Expert 4,MAS,MAS_A2_040_1,A2,application,4.358695652173913,5.0,4.078125,22,-0.6673490369502022,all
Expert 4,MAS,MAS_A2_041_1,A2,application,4.456521739130435,5.0,4.21875,23,-0.6179157749538909,all
Expert 4,MAS,MAS_A2_042_1,A2,application,4.684782608695652,5.0,4.546875,24,-0.5684825129575797,all
Expert 4,MAS,MAS_A2_043_1,A2,application,4.413043478260869,5.0,4.15625,25,-0.5190492509612684,all
Expert 4,MAS,MAS_A3/A4_019_1,A3/A4,analysis,4.576086956521739,5.0,4.390625,26,-0.4696159889649571,all
Expert 4,MAS,MAS_A3/A4_020_1,A3/A4,analysis,4.586956521739131,5.0,4.40625,27,-0.42018272696864584,all
Expert 4,MAS,MAS_A3/A4_021_1,A3/A4,analysis,4.478260869565218,5.0,4.25,28,-0.3707494649723345,all
Expert 4,MAS,MAS_A3/A4_022_1,A3/A4,analysis,4.434782608695652,4.714285714285714,4.3125,29,-0.32131620297602326,all
Expert 4,MAS,MAS_A3/A4_023_1,A3/A4,analysis,4.478260869565218,4.857142857142857,4.3125,30,-0.271882940979712,all
Expert 4,MAS,MAS_A3/A4_024_1,A3/A4,analysis,4.543478260869565,4.714285714285714,4.46875,31,-0.22244967898340073,all
Expert 4,MAS,MAS_A3/A4_025_1,A3/A4,analysis,4.586956521739131,4.857142857142857,4.46875,32,-0.17301641698708944,all
Expert 4,MAS,MAS_A3/A4_026_1,A3/A4,analysis,4.586956521739131,4.857142857142857,4.46875,33,-0.12358315499077818,all
Expert 4,MAS,MAS_A3/A4_027_1,A3/A4,analysis,4.630434782608695,5.0,4.46875,34,-0.0741498929944669,all
Expert 4,MAS,MAS_A3/A4_028_1,A3/A4,analysis,4.630434782608695,5.0,4.46875,35,-0.024716630998155638,all
Expert 4,MAS,MAS_A3/A4_029_1,A3/A4,analysis,4.586956521739131,4.857142857142857,4.46875,36,0.024716630998155638,all
Expert 4,MAS,MAS_A3/A4_030_1,A3/A4,analysis,4.4021739130434785,4.857142857142857,4.203125,37,0.0741498929944669,all
Expert 4,MAS,MAS_A3/A4_031_1,A3/A4,analysis,4.4021739130434785,4.857142857142857,4.203125,38,0.12358315499077818,all
Expert 4,MAS,MAS_A3/A4_032_1,A3/A4,analysis,4.4021739130434785,4.857142857142857,4.203125,39,0.17301641698708944,all
Expert 4,MAS,MAS_B_001_1,B,comprehension,4.478260869565218,4.857142857142857,4.3125,40,0.22244967898340073,all
Expert 4,MAS,MAS_B_002_1,B,comprehension,4.521739130434782,5.0,4.3125,41,0.271882940979712,all
Expert 4,MAS,MAS_B_003_1,B,comprehension,4.391304347826087,5.0,4.125,42,0.32131620297602326,all
Expert 4,MAS,MAS_X_001_1,X,comprehension,4.239130434782608,4.857142857142857,3.96875,43,0.3707494649723345,all
Expert 4,MAS,MAS_X_013_1,X,comprehension,4.304347826086956,5.0,4.0,44,0.42018272696864584,all
Expert 4,MAS,MAS_X_014_1,X,comprehension,4.358695652173913,5.0,4.078125,45,0.4696159889649571,all
Expert 4,MAS,MAS_X_015_1,X,comprehension,4.456521739130435,5.0,4.21875,46,0.5190492509612684,all
Expert 4,MAS,MAS_X_016_1,X,comprehension,4.728260869565218,5.0,4.609375,47,0.5684825129575797,all
Expert 4,MAS,MAS_X_017_1,X,comprehension,4.717391304347826,5.0,4.59375,48,0.6179157749538909,all
Expert 4,MAS,MAS_X_018_1,X,comprehension,4.130434782608695,4.857142857142857,3.8125,49,0.6673490369502022,all
Expert 4,MAS,MAS_X_019_1,X,comprehension,4.4021739130434785,4.857142857142857,4.203125,50,0.7167822989465135,all
Expert 4,MAS,MAS_A1_008_1,A1,recall,4.173913043478261,5.0,3.8125,51,0.7662155609428247,all
Expert 4,MAS,MAS_A1_009_1,A1,recall,4.173913043478261,5.0,3.8125,52,0.815648822939136,all
Expert 4,MAS,MAS_A1_010_1,A1,recall,4.173913043478261,5.0,3.8125,53,0.8650820849354472,all
Expert 4,MAS,MAS_A2_018_1,A2,application,4.271739130434782,5.0,3.953125,54,0.9145153469317585,all
Expert 4,MAS,MAS_A2_019_1,A2,application,4.217391304347826,5.0,3.875,55,0.9639486089280698,all
Expert 4,MAS,MAS_A2_020_1,A2,application,4.271739130434782,5.0,3.953125,56,1.0133818709243811,all
Expert 4,MAS,MAS_A2_021_1,A2,application,4.228260869565218,4.714285714285714,4.015625,57,1.0628151329206923,all
Expert 4,MAS,MAS_A2_022_1,A2,application,4.271739130434782,4.714285714285714,4.078125,58,1.1122483949170037,all
Expert 4,MAS,MAS_A2_023_1,A2,application,4.271739130434782,5.0,3.953125,59,1.1616816569133148,all
Expert 4,MAS,MAS_A2_024_1,A2,application,4.271739130434782,4.714285714285714,4.078125,60,1.2111149189096262,all
Expert 4,MAS,MAS_A3/A4_015_1,A3/A4,analysis,4.369565217391305,5.0,4.09375,61,1.2605481809059373,all
Expert 4,MAS,MAS_A3/A4_016_1,A3/A4,analysis,4.369565217391305,5.0,4.09375,62,1.3099814429022487,all
Expert 4,MAS,MAS_A3/A4_017_1,A3/A4,analysis,4.413043478260869,5.0,4.15625,63,1.35941470489856,all
Expert 4,MAS,MAS_A3/A4_018_1,A3/A4,analysis,4.413043478260869,5.0,4.15625,64,1.4088479668948712,all
Expert 4,MAS,MAS_B_004_1,B,comprehension,4.586956521739131,5.0,4.40625,65,1.4582812288911826,all
Expert 4,MAS,MAS_B_005_1,B,comprehension,4.586956521739131,5.0,4.40625,66,1.5077144908874938,all
Expert 4,MAS,MAS_B_006_1,B,comprehension,4.586956521739131,5.0,4.40625,67,1.5571477528838051,all
Expert 4,MAS,MAS_X_009_1,X,comprehension,4.326086956521739,5.0,4.03125,68,1.6065810148801163,all
Expert 4,MAS,MAS_X_010_1,X,comprehension,4.326086956521739,5.0,4.03125,69,1.6560142768764277,all
Expert 4,MAS,MAS_X_011_1,X,comprehension,4.326086956521739,5.0,4.03125,70,1.7054475388727388,all
