rater_id,item_id,source_true,source_guess,source_task_rating_5,correct_source_guess
expert1_ai_expert_ratings_clea,H003,Human,Human,4.467391304347826,1
expert1_ai_expert_ratings_clea,H004,Human,Human,3.9130434782608696,1
expert1_ai_expert_ratings_clea,H005,Human,Human,4.173913043478261,1
expert1_ai_expert_ratings_clea,H016,Human,MAS,4.217391304347826,0
expert1_ai_expert_ratings_clea,H017,Human,Human,4.260869565217392,1
expert1_ai_expert_ratings_clea,H020,Human,Human,4.130434782608695,1
expert1_ai_expert_ratings_clea,H008,Human,Human,4.173913043478261,1
expert1_ai_expert_ratings_clea,H001,Human,MAS,3.7282608695652173,0
expert1_ai_expert_ratings_clea,H002,Human,MAS,4.358695652173913,0
expert1_ai_expert_ratings_clea,H006,Human,Human,4.304347826086956,1
expert1_ai_expert_ratings_clea,H007,Human,Human,4.358695652173913,1
expert1_ai_expert_ratings_clea,H009,Human,Human,4.141304347826087,1
expert1_ai_expert_ratings_clea,H010,Human,MAS,4.141304347826087,0
expert1_ai_expert_ratings_clea,H011,Human,Human,4.315217391304348,1
expert1_ai_expert_ratings_clea,H012,Human,Human,4.586956521739131,1
expert1_ai_expert_ratings_clea,H013,Human,Human,4.358695652173913,1
expert1_ai_expert_ratings_clea,H014,Human,MAS,4.586956521739131,0
expert1_ai_expert_ratings_clea,H015,Human,MAS,4.315217391304348,0
expert1_ai_expert_ratings_clea,H018,Human,Human,4.586956521739131,1
expert1_ai_expert_ratings_clea,H019,Human,Human,4.315217391304348,1
expert1_ai_expert_ratings_clea,H021,Human,MAS,4.271739130434782,0
expert1_ai_expert_ratings_clea,H022,Human,MAS,4.576086956521739,0
expert1_ai_expert_ratings_clea,H023,Human,MAS,4.4021739130434785,0
expert1_ai_expert_ratings_clea,H024,Human,MAS,4.586956521739131,0
expert1_ai_expert_ratings_clea,H025,Human,Human,4.445652173913044,1
expert1_ai_expert_ratings_clea,H026,Human,MAS,4.630434782608695,0
expert1_ai_expert_ratings_clea,H027,Human,MAS,4.586956521739131,0
expert1_ai_expert_ratings_clea,H028,Human,Human,4.586956521739131,1
expert1_ai_expert_ratings_clea,H029,Human,Human,4.543478260869565,1
expert1_ai_expert_ratings_clea,H030,Human,Human,4.630434782608695,1
expert1_ai_expert_ratings_clea,H031,Human,MAS,4.630434782608695,0
expert1_ai_expert_ratings_clea,H032,Human,MAS,4.630434782608695,0
expert1_ai_expert_ratings_clea,H033,Human,Human,4.586956521739131,1
expert1_ai_expert_ratings_clea,H034,Human,Human,4.630434782608695,1
expert1_ai_expert_ratings_clea,H035,Human,MAS,4.630434782608695,0
expert1_ai_expert_ratings_clea,H036,Human,MAS,4.630434782608695,0
expert1_ai_expert_ratings_clea,H037,Human,MAS,4.673913043478261,0
expert1_ai_expert_ratings_clea,H038,Human,MAS,4.630434782608695,0
expert1_ai_expert_ratings_clea,H039,Human,MAS,4.630434782608695,0
expert1_ai_expert_ratings_clea,H040,Human,Human,4.434782608695652,1
expert1_ai_expert_ratings_clea,H041,Human,Human,4.478260869565218,1
expert1_ai_expert_ratings_clea,H042,Human,Human,4.478260869565218,1
expert1_ai_expert_ratings_clea,H044,Human,Human,4.489130434782608,1
expert1_ai_expert_ratings_clea,H045,Human,Human,4.489130434782608,1
expert1_ai_expert_ratings_clea,H046,Human,MAS,4.586956521739131,0
expert1_ai_expert_ratings_clea,H047,Human,Human,4.4021739130434785,1
expert1_ai_expert_ratings_clea,H048,Human,MAS,4.217391304347826,0
expert1_ai_expert_ratings_clea,H049,Human,MAS,4.4021739130434785,0
expert1_ai_expert_ratings_clea,H050,Human,Human,4.3478260869565215,1
expert1_ai_expert_ratings_clea,H043,Human,Human,4.532608695652174,1
expert1_ai_expert_ratings_clea,M001,MAS,MAS,4.391304347826087,1
expert1_ai_expert_ratings_clea,M002,MAS,Human,4.130434782608695,0
expert1_ai_expert_ratings_clea,M006,MAS,MAS,4.358695652173913,1
expert1_ai_expert_ratings_clea,M007,MAS,Human,4.260869565217392,0
expert1_ai_expert_ratings_clea,M017,MAS,Human,4.173913043478261,0
expert1_ai_expert_ratings_clea,M023,MAS,Human,4.358695652173913,0
expert1_ai_expert_ratings_clea,M024,MAS,Human,4.3478260869565215,0
expert1_ai_expert_ratings_clea,M003,MAS,Human,4.586956521739131,0
expert1_ai_expert_ratings_clea,M004,MAS,MAS,4.586956521739131,1
expert1_ai_expert_ratings_clea,M005,MAS,MAS,4.717391304347826,1
expert1_ai_expert_ratings_clea,M008,MAS,Human,4.630434782608695,0
expert1_ai_expert_ratings_clea,M009,MAS,MAS,4.673913043478261,1
expert1_ai_expert_ratings_clea,M010,MAS,MAS,4.5978260869565215,1
expert1_ai_expert_ratings_clea,M011,MAS,MAS,4.684782608695652,1
expert1_ai_expert_ratings_clea,M012,MAS,MAS,4.543478260869565,1
expert1_ai_expert_ratings_clea,M013,MAS,Human,4.619565217391305,0
expert1_ai_expert_ratings_clea,M014,MAS,Human,4.586956521739131,0
expert1_ai_expert_ratings_clea,M015,MAS,MAS,4.358695652173913,1
expert1_ai_expert_ratings_clea,M016,MAS,Human,4.358695652173913,0
expert1_ai_expert_ratings_clea,M025,MAS,Human,4.586956521739131,0
expert1_ai_expert_ratings_clea,M018,MAS,MAS,4.271739130434782,1
expert1_ai_expert_ratings_clea,M019,MAS,Human,4.358695652173913,0
expert1_ai_expert_ratings_clea,M020,MAS,Human,4.456521739130435,0
expert1_ai_expert_ratings_clea,M021,MAS,Human,4.684782608695652,0
expert1_ai_expert_ratings_clea,M022,MAS,MAS,4.413043478260869,1
expert1_ai_expert_ratings_clea,M026,MAS,Human,4.630434782608695,0
expert1_ai_expert_ratings_clea,M026,MAS,Human,4.630434782608695,0
expert1_ai_expert_ratings_clea,M028,MAS,Human,4.576086956521739,0
expert1_ai_expert_ratings_clea,M029,MAS,MAS,4.489130434782608,1
expert1_ai_expert_ratings_clea,M031,MAS,MAS,4.532608695652174,1
expert1_ai_expert_ratings_clea,M032,MAS,MAS,4.586956521739131,1
expert1_ai_expert_ratings_clea,M032,MAS,MAS,4.586956521739131,1
expert1_ai_expert_ratings_clea,M032,MAS,MAS,4.586956521739131,1
expert1_ai_expert_ratings_clea,M035,MAS,Human,4.684782608695652,0
expert1_ai_expert_ratings_clea,M035,MAS,Human,4.684782608695652,0
expert1_ai_expert_ratings_clea,M037,MAS,Human,4.586956521739131,0
expert1_ai_expert_ratings_clea,M038,MAS,Human,4.4021739130434785,0
expert1_ai_expert_ratings_clea,M038,MAS,Human,4.4021739130434785,0
expert1_ai_expert_ratings_clea,M040,MAS,Human,4.4021739130434785,0
expert1_ai_expert_ratings_clea,M041,MAS,Human,4.576086956521739,0
expert1_ai_expert_ratings_clea,M042,MAS,Human,4.576086956521739,0
expert1_ai_expert_ratings_clea,M041,MAS,Human,4.576086956521739,0
expert1_ai_expert_ratings_clea,M043,MAS,MAS,4.271739130434782,1
expert1_ai_expert_ratings_clea,M044,MAS,MAS,4.380434782608695,1
expert1_ai_expert_ratings_clea,M045,MAS,MAS,4.315217391304348,1
expert1_ai_expert_ratings_clea,M046,MAS,Human,4.4021739130434785,0
expert1_ai_expert_ratings_clea,M047,MAS,MAS,4.771739130434782,1
expert1_ai_expert_ratings_clea,M048,MAS,Human,4.771739130434782,0
expert1_ai_expert_ratings_clea,M049,MAS,Human,4.326086956521739,0
expert1_ai_expert_ratings_clea,M050,MAS,Human,4.5,0
expert3_ai_expert_ratings_clea,H003,Human,Human,4.586956521739131,1
expert3_ai_expert_ratings_clea,H004,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H005,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H016,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H017,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H020,Human,MAS,3.967391304347826,0
expert3_ai_expert_ratings_clea,H008,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H001,Human,MAS,4.206521739130435,0
expert3_ai_expert_ratings_clea,H002,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H006,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H007,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H009,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H010,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H011,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H012,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H013,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H014,Human,Human,5.0,1
expert3_ai_expert_ratings_clea,H015,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H018,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H019,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H021,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H022,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H023,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H024,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H025,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H026,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H027,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H028,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H029,Human,MAS,4.108695652173913,0
expert3_ai_expert_ratings_clea,H030,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H031,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H032,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H033,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H034,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H035,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H036,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H037,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H038,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H039,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H040,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H041,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H042,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H044,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H045,Human,Human,4.858695652173913,1
expert3_ai_expert_ratings_clea,H046,Human,Human,4.815217391304348,1
expert3_ai_expert_ratings_clea,H047,Human,Human,4.6521739130434785,1
expert3_ai_expert_ratings_clea,H048,Human,Human,4.413043478260869,1
expert3_ai_expert_ratings_clea,H049,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,H050,Human,MAS,4.358695652173913,0
expert3_ai_expert_ratings_clea,H043,Human,Human,4.717391304347826,1
expert3_ai_expert_ratings_clea,M001,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M002,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M006,MAS,Human,4.858695652173913,0
expert3_ai_expert_ratings_clea,M007,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M017,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M023,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M024,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M003,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M004,MAS,Human,4.641304347826087,0
expert3_ai_expert_ratings_clea,M005,MAS,Human,4.858695652173913,0
expert3_ai_expert_ratings_clea,M008,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M009,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M010,MAS,Human,4.728260869565218,0
expert3_ai_expert_ratings_clea,M011,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M012,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M013,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M014,MAS,Human,4.641304347826087,0
expert3_ai_expert_ratings_clea,M015,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M016,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M025,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M018,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M019,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M020,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M021,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M022,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M026,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M026,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M028,MAS,Human,4.543478260869565,0
expert3_ai_expert_ratings_clea,M029,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M031,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M032,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M032,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M032,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M035,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M035,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M037,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M038,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M038,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M040,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M041,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M042,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M041,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M043,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M044,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M045,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M046,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M047,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M048,MAS,Human,4.717391304347826,0
expert3_ai_expert_ratings_clea,M049,MAS,Human,4.815217391304348,0
expert3_ai_expert_ratings_clea,M050,MAS,Human,4.717391304347826,0
